Nº da ordem;Texto breve;Operação;Texto breve operação;Centro de trabalho;Centro de trabalho Reponsável;Código ABC;Condições da instalação;Nº do equipamento;Centro de trabalho;Local de instalação;Plano de manutenção;Status do Sistema Operação;Status do sistema;Status do usuário;Data-base do início;Data-base do fim;Início Programado;Fim Programado;Data de início real;Hora de início real;Data de fim real;Hora de fim real;Trabalho real;Trabalho da operação;Unidade de trabalho;Data de entrada;Data de referência;Tipo de ordem;Nº da nota;Tipo de nota;Centro;Data da nota;Hora da nota;Data de encerramento da nota;Hora de encerramento da nota;Data de início da avaria;Hora de início da avaria;Data de fim da avaria;Hora de fim da avaria;Duração da parada;Status da nota;Sintoma do dano;Texto breve do dano;Código da causa;Texto breve da causa;Texto longo da causa;Hora início cent.trab.;Hora fim cent.trab.;Capacidade cent.trab.;Tipo de Atividade de Manutenção;Denominação TAM;Custos Planejados;Custos Reais;Moeda;Nº conta do Razão;Centro de custo receptor;Grupo Códigos;Parte do objeto;Nome responsável controle técnico;Código medidas;Texto descritivo medidas;Código de ação;Texto descritivo ações;Texto breve nota;Texto Parte do objeto
4160754;Serra não para erguida;10;* Serra não para erguida * Operação 10 - Ederson Pereira do Amaral das 19/06/2023 15:17 às   19/06/2023 15:18 - esta sendo trabalhada na ordem 4160726;LIDER_SL;LIDER_SL;A;;SFI007;PER014;1000-FABSL-SLPER-PERTUB;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;19/06/2023;;19/06/2023;19/06/2023;19/06/2023;15:17:00;19/06/2023;15:18:00;0,017;0,0;H;19/06/2023;20/06/2023;PM01;10268290;M2;1000;19/06/2023;15:17:00;20/06/2023;07:46:45;19/06/2023;15:17:00;19/06/2023;15:18:00;0,02;MSEN MSIM ORDA;2001;ABERTO;1057;PROCESSO PRODUÇÃO;;07:00:00;16:28:00;7,62;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;Serra não para erguida;
4160759;colisao;10;* colisao * * 20.06.2023 19:28:05 BRAZIL Marcos Adriano Kilpp (MK6467) Tel. 0 * proprio operador colocou em operação.;LIDER_FA;LIDER_FA;A;;LAS009;LAS009;1000-FABCE-TCEST;;ENTE IMPR;ENTE IMPR CAPC NOLQ SCDM;AGLE;19/06/2023;;19/06/2023;19/06/2023;;00:00:00;;00:00:00;0,000;0,0;H;19/06/2023;21/06/2023;PM01;10268291;M2;1000;19/06/2023;15:23:58;20/06/2023;19:28:27;19/06/2023;15:23:58;;00:00:00;0,00;MREL MSEN MSIM ORDA;;;;;;07:00:00;16:28:00;7,20;001;Inspeção;0,00;0,00;;0031102902;PB2-81530;;;;;;;;colisao;
4160771;mesa se desalinhou;10;* mesa se desalinhou * Anderson Moura de 20/06/2023 05:30 até 20/06/2023 06:59 * Mesa A travou na troca devido peça do corte ter caído entre o trilho de movimentação, foi engatado corrente, endireitando * proteçãoes e retirado peça que estava travando, faltou colocar parafuso do Index que estava faltando. * Felipe Castro de 20/06/2023 07:35 até 20/06/2023 09:00 * ajustado posição do cilindro do Index e corrigido posição das mesas;LIDER_SL;LIDER_SL;A;;LAS004;LAS004;1000-FABSL-SLCOR;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;05:30:00;20/06/2023;09:00:00;4,067;0,0;H;20/06/2023;21/06/2023;PM01;10268328;M2;1000;20/06/2023;05:13:54;21/06/2023;15:26:00;20/06/2023;05:13:54;20/06/2023;09:00:00;3,77;MSEN MSIM ORDA;2007;DESALINHADA(O);2030;TRANCADO;ZPM-UTI 2030;07:00:00;16:28:00;7,11;001;Inspeção;0,00;0,00;;0031102902;PB2-81230;;;;;;;;mesa se desalinhou;
4160774;Martelo não sobe nem desce;10;* Martelo não sobe nem desce * Operação 10 - Luiz Felipe Ribeiro Meirelles das 20/06/2023 09:00 às   20/06/2023 11:00 - martelo não sobe, barreira desalinhada. realizado   alinhamento da barreira.;LIDER_SL;LIDER_SL;F;;PHI012;PHI012;1000-FABSL-SLEST;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;09:00:00;20/06/2023;11:00:00;2,000;0,0;H;20/06/2023;22/06/2023;PM01;10268343;M2;1000;20/06/2023;09:22:12;22/06/2023;08:02:04;20/06/2023;09:22:12;20/06/2023;11:00:00;1,63;MSEN MSIM ORDA;2028;NÃO OBEDECE COMANDO;1017;DESALINHAMENTO;;07:00:00;16:28:00;5,50;001;Inspeção;0,00;0,00;;0031102902;PB2-81230;;;;;;;;Martelo não sobe nem desce;
4160783;Vazamento de Óleo;10;* Vazamento de Óleo * Operação 10 - Cristian de Almeida Generoso das 19/06/2023 23:00 às   19/06/2023 23:59 -removido manômetro confeccionado tampão no lugar será   efetuado compra em outra ordem após será montado no lug;LIDER_SL;LIDER_SL;A;;UNH111;LCL001;1000-FABSL-SLSLI;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;19/06/2023;;19/06/2023;19/06/2023;19/06/2023;23:00:00;19/06/2023;23:59:00;0,983;0,0;H;19/06/2023;20/06/2023;PM01;10268302;M2;1000;19/06/2023;15:43:30;20/06/2023;07:38:09;19/06/2023;15:43:30;19/06/2023;23:40:00;7,94;MSEN MSIM ORDA;2032;VAZAMENTO;1061;QUEBRADA(O);;07:00:00;16:28:00;5,50;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;Vazamento de Óleo;
4160784;Colisão.;10;* Colisão. * Luis Sinnemann de 19/06/2023 16:27 até 19/06/2023 16:45 * Colisão, em andamento. * Luis Sinnemann de 20/06/2023 07:10 até 20/06/2023 12:40 * colisão, em andamento * Luis Sinnemann de 20/06/2023 13:40 até 20/06/2023 16:40 * Colisão no equipamento, foi verificado e ajustado equipamento, estava 3mm fora na pinola e 0,3 mm no X. Erro operacional;LIDER_FA;LIDER_FA;F;;TOR042;TOR042;1000-FABCE-USINA;;CNPA ENTE IMPR;ENTE CNPA IMPR CAPC DMNV MOME NOLQ;AGLE;19/06/2023;;19/06/2023;19/06/2023;19/06/2023;16:27:00;20/06/2023;16:40:00;10,450;0,0;H;19/06/2023;20/06/2023;PM01;10268304;M2;1000;19/06/2023;16:12:26;20/06/2023;16:46:25;19/06/2023;16:12:26;20/06/2023;16:40:00;24,46;MSEN MSIM ORDA;2007;DESALINHADA(O);1010;COLISÃO;Erro operacional;07:00:00;16:28:00;5,50;022;Operacional;35,00;33,51;BRL;0031102902;PB2-81140;;;;;;;;Colisão.;
4160796;Regulaçao de sobrecarga;10;* Regulaçao de sobrecarga * Operação 10 - Ederson Pereira do Amaral das 20/06/2023 13:00 às   20/06/2023 13:20 - acompanhado o processo . / nada ocorreu;LIDER_SL;LIDER_SL;A;;PEX121;PER021;1000-FABSL-SLPER-PER021;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;13:00:00;20/06/2023;13:20:00;0,333;0,0;H;20/06/2023;21/06/2023;PM01;10268373;M2;1000;20/06/2023;12:49:23;21/06/2023;16:43:40;20/06/2023;12:49:23;20/06/2023;13:20:00;0,00;MSEN MSIM ORDA;2001;ABERTO;1057;PROCESSO PRODUÇÃO;;07:00:00;16:25:00;6,31;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;Regulaçao de sobrecarga;
4160798;Problema no cabo da lixadeira;10;* Problema no cabo da lixadeira * Tobias Roehrs de 20/06/2023 14:12 até 20/06/2023 14:13 * chamado aberto errado;LIDER_SL;LIDER_SL;H;;LXM149;;1000-FABSL-SOLSL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;14:12:00;20/06/2023;14:13:00;0,017;0,0;H;20/06/2023;21/06/2023;PM01;10268376;M2;1000;20/06/2023;14:12:37;20/06/2023;14:22:40;20/06/2023;14:12:37;;00:00:00;0,00;MREL MSEN MSIM ORDA;;;;;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;Problema no cabo da lixadeira;
4160800;alarme na antena de limpeza;10;* alarme na antena de limpeza * Rogerio Scholten de 19/06/2023 18:02 até 19/06/2023 19:06 * Solicitado auxílio no atendimento do chamado do ROS004. * Operação 10 - Cristian de Almeida Generoso das 19/06/2023 20:01 às   19/06/2023 22:55 - revisado sensores reiniciado equipamento não   apresentou falhas liberado para produção acompanhado processo;LIDER_SL;LIDER_SL;A;0;ROS004;ROS004;1000-FABSL-SLSOL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC DMNV NOLQ SCDM;EXEC;19/06/2023;;19/06/2023;19/06/2023;19/06/2023;18:02:00;19/06/2023;22:55:00;3,967;0,0;H;19/06/2023;26/06/2023;PM01;10268314;M2;1000;19/06/2023;17:56:40;26/06/2023;10:38:20;19/06/2023;20:01:00;19/06/2023;22:55:00;2,90;MSEN MSIM ORDA;2002;ALARME;1081;FALTA SINAL DE POSIÇÃO;;07:00:00;16:28:00;7,20;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;alarme na antena de limpeza;
4160801;grampo do terra desencaixou;10;* grampo do terra desencaixou * Anderson Santos de 20/06/2023 02:15 até 20/06/2023 02:50 * substituição de garra negativa;LIDER_FA;LIDER_FA;F;0;ASM192;;1000-FABCE-GRSOL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC DMNV NOLQ SCDM;EXEC;19/06/2023;;20/06/2023;20/06/2023;20/06/2023;02:15:00;20/06/2023;02:50:00;0,583;0,0;H;19/06/2023;20/06/2023;PM01;10268316;M2;1000;19/06/2023;17:53:49;20/06/2023;02:50:21;19/06/2023;17:53:49;20/06/2023;02:50:00;8,94;MSEN MSIM ORDA;2009;DESGASTADO;1008;CABO SOLTO;ZPM-GER 1008;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81340;;;;;;;;grampo do terra desencaixou;
4160815;SAS001 com problemas.;10;* SAS001 com problemas. * Matheus Antonelli de 20/06/2023 07:40 até 20/06/2023 12:30 * Tocha apresentava peças frouxas, feito reaperto e substituição de partes com defeito (caneta, bico, conjunto isolador e corpo Y).;LIDER_FA;LIDER_FA;A;;SAS001;SAS001;1000-FABCE-GRSOL;;CNPA ENTE IMPR;ENTE CNPA CAPC DMNV IMPA MOME NOLQ;AGLE;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;07:40:00;20/06/2023;14:50:00;6,166;0,0;H;20/06/2023;20/06/2023;PM01;10268329;M2;1000;20/06/2023;07:32:48;20/06/2023;16:16:00;20/06/2023;07:32:48;20/06/2023;14:30:00;6,95;MSEN MSIM ORDA;2003;AQUECIMENTO;1003;AFROUXAMENTO;ZPM-GER 1003;07:00:00;16:28:00;11,01;003;Reparação;1.307,91;1.450,09;BRL;0031102902;PB2-81340;;;;;;;;SAS001 com problemas.;
4160816;não está fazendo a virola, está só escap;10;* não está fazendo a virola, está só escap * Operação 10 - Ederson Pereira do Amaral das 20/06/2023 09:00 às   20/06/2023 10:00 - desmontado a base, enviado para ferramentaria, foi   montado novamente e continua escapando, foi acionado a ferramentaria   para fazer ajuste;LIDER_SL;LIDER_SL;A;;PER019;PER023;1000-FABSL-SLPER-PER023;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;09:00:00;20/06/2023;10:00:00;1,000;0,0;H;20/06/2023;21/06/2023;PM01;10268330;M2;1000;20/06/2023;07:47:22;21/06/2023;07:09:33;20/06/2023;07:47:22;20/06/2023;10:00:00;2,21;MSEN MSIM ORDA;2007;DESALINHADA(O);1014;DEFORMAÇÃO;;07:00:00;16:25:00;6,31;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;não está fazendo a virola, está só escap;
4160818;Problema no servo do motor;10;* Problema no servo do motor * Marcos Selle de 20/06/2023 08:10 até 20/06/2023 09:05 * iniciado atendimento * Marcos Selle de 20/06/2023 10:35 até 20/06/2023 12:15 * verificado conectores , atividade em andamento * Marcos Selle de 20/06/2023 13:20 até 20/06/2023 16:22 * Equipamento estava apresentando alarme (E1302- MC1 off check is abnormal.(Servo board1)). Verificado conectores no braço, não foi * identificado nenhum defeito, religado equipamento e não apresentou mais a  falha, realizado também a troca de uma mola de * amortecimento do alimentador que estava quebrada. testado e liberado equipamento. *;LIDER_FA;LIDER_FA;A;;ROS006;ROS006;1000-FABCE-GRSOL;;CONF ENTE IMPR;ENTE CONF CAPC DMNV IMPA MOME NOLQ;AGLE;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;08:10:00;20/06/2023;16:22:00;5,617;0,0;H;20/06/2023;20/06/2023;PM01;10268332;M2;1000;20/06/2023;08:00:41;20/06/2023;16:41:02;20/06/2023;08:00:41;20/06/2023;15:40:00;7,66;MSEN MSIM ORDA;2002;ALARME;1010;COLISÃO;Movimentos bruscos do braço;07:00:00;16:28:00;7,20;022;Operacional;50,94;70,11;BRL;0031102902;PB2-81340;;;;;;;;Problema no servo do motor;
4160819;Problema no sensor;10;* Problema no sensor * Marcelo Saldanha de 20/06/2023 08:28 até 20/06/2023 09:37 * cabo sensor arrebentado, conectado novamente e fixação da proteção do mandril que estava solta;LIDER_FA;LIDER_FA;F;;FUC045;FUC045;1000-FABCE-USINA;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;08:28:00;20/06/2023;09:37:00;1,150;0,0;H;20/06/2023;20/06/2023;PM01;10268333;M2;1000;20/06/2023;08:16:00;20/06/2023;09:41:19;20/06/2023;08:16:00;20/06/2023;09:37:00;1,35;MSEN MSIM ORDA;2004;ARREBENTADA;1011;CONECTORES/CABOS SOLTOS;ZPM-GER 1011;07:00:00;16:28:00;3,56;001;Inspeção;0,00;0,00;;0031102902;PB2-81140;;;;;;;;Problema no sensor;
4160820;Os guias de entrada soltaram.;10;* Os guias de entrada soltaram. * Operação 10 - Ederson Pereira do Amaral das 20/06/2023 08:30 às   20/06/2023 09:00 -instalado parafuso de fixação;LIDER_SL;LIDER_SL;A;;GDE111;LCL001;1000-FABSL-SLSLI;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;08:30:00;20/06/2023;09:00:00;0,500;0,0;H;20/06/2023;21/06/2023;PM01;10268337;M2;1000;20/06/2023;08:30:21;21/06/2023;07:20:14;20/06/2023;08:30:21;20/06/2023;09:00:00;0,49;MSEN MSIM ORDA;2009;DESGASTADO;1042;FORA DE POSIÇÃO;;07:00:00;16:28:00;5,50;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;Os guias de entrada soltaram.;
4160821;Fio do carregadorentro em curto derreteu;10;* Fio do carregadorentro em curto derreteu * Marcelo Saldanha de 21/06/2023 13:35 até 21/06/2023 13:44 * ordem de manutenção aberto errado pela produção;LIDER_FA;LIDER_FA;B;;PLT002;;1000-FABCE-ELSOL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;21/06/2023;;21/06/2023;21/06/2023;21/06/2023;13:35:00;21/06/2023;13:44:00;0,150;0,0;H;21/06/2023;21/06/2023;PM01;10268474;M2;1000;21/06/2023;12:45:48;21/06/2023;14:09:25;21/06/2023;12:45:48;21/06/2023;13:44:00;0,97;MSEN MSIM ORDA;2003;AQUECIMENTO;1011;CONECTORES/CABOS SOLTOS;ZPM-GER 1011;00:00:00;00:00:00;0,00;022;Operacional;0,00;0,00;;0031102902;PB2-81640;;;;;;;;Fio do carregadorentro em curto derreteu;
4160823;CHV001;10;* CHV001 * Marcelo Saldanha de 21/06/2023 13:55 até 21/06/2023 15:27 * realizado desmontagem do painel de comando e fixado novamente o botão de emergência;LIDER_FA;LIDER_FA;F;;CHV001;;1000-FABCE-USINA;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;21/06/2023;;21/06/2023;21/06/2023;21/06/2023;13:55:00;21/06/2023;15:27:00;1,533;0,0;H;21/06/2023;21/06/2023;PM01;10268478;M2;1000;21/06/2023;13:15:49;21/06/2023;15:28:02;21/06/2023;13:15:49;21/06/2023;15:27:00;2,19;MSEN MSIM ORDA;2002;ALARME;1011;CONECTORES/CABOS SOLTOS;ZPM-GER 1011;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81140;;;;;;;;CHV001;
4160836;Alarme não receta;10;* Alarme não receta * Felipe Castro de 21/06/2023 15:35 até 21/06/2023 16:15 * rearmado disjuntor 10f1 de sobrecarga no martelo;LIDER_FA;LIDER_FA;E;;PEX049;PEX049;1000-FABSL-SLPER-PEX049;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;21/06/2023;;21/06/2023;21/06/2023;21/06/2023;15:35:00;21/06/2023;16:15:00;0,667;0,0;H;21/06/2023;22/06/2023;PM01;10268498;M2;1000;21/06/2023;15:25:35;22/06/2023;08:17:38;21/06/2023;15:25:35;21/06/2023;16:15:00;0,82;MSEN MSIM ORDA;2002;ALARME;1070;SOBRECARGA;ZPM-GER 1070;07:00:00;16:28:00;6,35;001;Inspeção;0,00;0,00;;0031102902;PB2-81230;;;;;;;;Alarme não receta;
4160837;Problema na troca de mesa.;10;* Problema na troca de mesa. * Marcos Selle de 21/06/2023 15:50 até 21/06/2023 16:30 * Iniciado atendimento, corrente de troca das mesas está danificado, necessário emendar corrente novamente, segundo turno dará * sequência. * Marcos Kilpp de 21/06/2023 16:10 até 21/06/2023 17:25 * corrente do PA rompida * Angelo Brust de 21/06/2023 16:10 até 21/06/2023 17:40 * realizado substituição da emenda da corrente do eixo PA;LIDER_FA;LIDER_FA;A;;LAS007;LAS007;1000-FABCE-ELEST;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;21/06/2023;;21/06/2023;21/06/2023;21/06/2023;15:50:00;21/06/2023;17:40:00;3,417;0,0;H;21/06/2023;21/06/2023;PM01;10268500;M2;1000;21/06/2023;15:42:19;21/06/2023;17:43:17;21/06/2023;15:42:19;21/06/2023;17:30:00;1,79;MSEN MSIM ORDA;2011;FLAMBANDO;1020;DESGASTE COMPONENTES;desgaste;07:00:00;16:28:00;7,20;003;Reparação;0,00;0,00;;0031102902;PB2-81630;;;;;;;;Problema na troca de mesa.;
4160838;Alarme constante de rampa;10;* Alarme constante de rampa * Operação 10 - Jonas Alexandre Kaiber das 21/06/2023 19:01 às 21/06/2023   19:15 - Alarme de rampa, problema resolvido pelo proprio operardor   sensor fora de posição.;LIDER_SL;LIDER_SL;A;0;PEX020;PER020;1000-FABSL-SLPER-PER020;;CONF ENTE IMPR;ENTE CONF IMPR CAPC DMNV DNAT NOLQ SCDM;EXEC;21/06/2023;;22/06/2023;22/06/2023;21/06/2023;19:01:00;21/06/2023;19:15:00;0,233;0,0;H;21/06/2023;22/06/2023;PM01;10268501;M2;1000;21/06/2023;16:41:32;22/06/2023;08:07:02;21/06/2023;16:41:32;21/06/2023;19:15:00;2,56;MSEN MSIM ORDA;2002;ALARME;1042;FORA DE POSIÇÃO;;07:00:00;16:25:00;6,31;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;Alarme constante de rampa;
4160843;Quebra segurança;10;* Quebra segurança * Felipe Castro de 20/06/2023 09:50 até 20/06/2023 11:10 * trocado caneca de ruptura que estava quebrada;LIDER_SL;LIDER_SL;F;;PEX041;PEX041;1000-FABSL-SLPER-PEX041;;CONF ENTE IMPR;ENTE CONF CAPC DMNV IMPA MOME NOLQ;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;09:50:00;20/06/2023;11:10:00;1,333;0,0;H;20/06/2023;22/06/2023;PM01;10268352;M2;1000;20/06/2023;09:51:48;22/06/2023;07:55:54;20/06/2023;09:51:48;20/06/2023;11:10:00;1,30;MSEN MSIM ORDA;2029;NÃO POSICIONA;1061;QUEBRADA(O);ZPM-GER 1061;07:00:00;16:28:00;6,35;001;Inspeção;420,00;757,48;BRL;0031102902;PB2-81230;;;;;;;;Quebra segurança;
4160850;Falha no PLC da máquina;10;* Falha no PLC da máquina * Matheus Antonelli de 20/06/2023 14:50 até 20/06/2023 16:15 * Após limpeza da placa o sistema voltou a identificar o cartão de memória e iniciou normalmente.;LIDER_FA;LIDER_FA;E;;FCP003;FCP003;1000-FABCE-CORTC;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;14:50:00;20/06/2023;16:15:00;1,417;0,0;H;20/06/2023;20/06/2023;PM01;10268360;M2;1000;20/06/2023;10:45:14;20/06/2023;16:21:29;20/06/2023;10:45:14;20/06/2023;15:30:00;4,75;MSEN MSIM ORDA;2016;MAU CONTATO;1025;DETERIORAÇÃO;ZPM-GER 1025;07:00:00;16:28:00;6,35;003;Reparação;0,00;0,00;;0031102902;PB2-81190;;;;;;;;Falha no PLC da máquina;
4160851;Hidraulico não funciona;10;* Hidraulico não funciona * Felipe Castro de 20/06/2023 11:10 até 20/06/2023 11:15 * chamado aberto no equipamento errado;LIDER_SL;LIDER_SL;F;;ASM150;;1000-FABSL-SOLSL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;11:10:00;20/06/2023;11:15:00;0,083;0,0;H;20/06/2023;22/06/2023;PM01;10268361;M2;1000;20/06/2023;10:46:18;22/06/2023;07:57:39;20/06/2023;10:46:18;20/06/2023;11:15:00;0,48;MSEN MSIM ORDA;2001;ABERTO;1057;PROCESSO PRODUÇÃO;ZPM-GER 1057;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;Hidraulico não funciona;
4160853;barreira de proteção;10;"* barreira de proteção * Marcelo Saldanha de 20/06/2023 11:30 até 20/06/2023 12:32 * alarme * Marcelo Saldanha de 20/06/2023 14:02 até 20/06/2023 15:25 * máquina apresentou seguinte alarme F5981 Safety:hardware defect or defect wirering  Channel:0;code:27.para:9 verificado eixos todos * normais , reiniciado a máquina saindo alarme  e acompanhado  o processo";LIDER_FA;LIDER_FA;A;;ROS007;;1000-FABCE-MLSOL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;11:30:00;20/06/2023;15:25:00;2,416;0,0;H;20/06/2023;20/06/2023;PM01;10268364;M2;1000;20/06/2023;10:58:28;20/06/2023;15:43:15;20/06/2023;10:58:28;20/06/2023;15:25:00;4,44;MSEN MSIM ORDA;2002;ALARME;1042;FORA DE POSIÇÃO;alarme;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81440;;;;;;;;barreira de proteção;
4160860;alarme;10;* alarme * Felipe Castro de 20/06/2023 14:55 até 20/06/2023 16:15 * tela travada, reiniciando equipamento e acompanhando processo;LIDER_SL;LIDER_SL;A;;LAS005;LAS005;1000-FABSL-SLCOR;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;14:55:00;20/06/2023;16:15:00;1,333;0,0;H;20/06/2023;22/06/2023;PM01;10268378;M2;1000;20/06/2023;14:38:46;22/06/2023;08:13:24;20/06/2023;14:38:46;20/06/2023;16:15:00;1,60;MSEN MSIM ORDA;2002;ALARME;1028;ERRO DO PROGRAMA;ZPM-GER 1028;07:00:00;16:28:00;7,11;001;Inspeção;0,00;0,00;;0031102902;PB2-81230;;;;;;;;alarme;
4160862;Enrolador de sucata;10;* Enrolador de sucata * Maisson Dias@kepler de 20/06/2023 16:20 até 20/06/2023 18:35 * . * Maisson Dias@kepler de 20/06/2023 19:00 até 20/06/2023 20:00 * . * Cristian Generoso de 20/06/2023 23:10 até 21/06/2023 00:44 * dado apoio na remoção da sucata * Maisson Dias@kepler de 20/06/2023 20:10 até 20/06/2023 20:30 * . * Maisson Dias@kepler de 20/06/2023 22:00 até 20/06/2023 23:10 * . * Maisson Dias@kepler de 20/06/2023 23:40 até 21/06/2023 00:51 * . * Operação 10 - Ederson Pereira do Amaral das 20/06/2023 15:30 às   20/06/2023 16:50 - iniciado a cortar as refila, isolado a area e deixado   isolado * Item 2 * Operação 10 - Jonas Alexandre Kaiber das 20/06/2023 16:18 às 20/06/2023   20:28 - * Item 3 * Operação 10 - Jonas Alexandre Kaiber das 21/06/2023 22:02 às 21/06/2023   23:59 - Dado sequencia na retirada da refila, tentado varias vezes   retirar o carrinho sem êxito. * Item 4 * Operação 10 - Tobias Rubenich Roehrs das 21/06/2023 07:00 às 21/06/2023   11:00 - retirado refila * Item 5 * Operação 10 - Jonas Alexandre Kaiber das 21/06/2023 00:01 às 21/06/2023   01:10 - *;LIDER_SL;LIDER_SL;A;;EDS111;LCL001;1000-FABSL-SLSLI;;CNPA ENTE IMPR;ENTE CNPA IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;15:30:00;21/06/2023;11:30:00;23,767;0,0;H;20/06/2023;22/06/2023;PM01;10268382;M2;1000;20/06/2023;15:23:46;22/06/2023;08:03:48;20/06/2023;15:23:46;21/06/2023;11:00:00;19,60;MSEN MSIM ORDA;2009;DESGASTADO;1016;DESAJUSTE MECÂNICO;;07:00:00;16:28:00;5,50;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;Enrolador de sucata;
4160866;PR40 travando;10;* PR40 travando * jrrodrigues de 20/06/2023 21:40 até 20/06/2023 23:00 * Realizado teste com carga aproximadamente de 13,700kg e equipamento funcionou normal. * jrrodrigues de 20/06/2023 23:01 até 21/06/2023 00:20 * Realizado acompanhado do processo, equipamento funcionou normalmente.;LIDER_SL;LIDER_SL;A;;PRO040;;1000-FABSL-SLEST;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;20/06/2023;;20/06/2023;20/06/2023;20/06/2023;21:40:00;21/06/2023;00:20:00;2,650;0,0;H;20/06/2023;21/06/2023;PM01;10268387;M2;1000;20/06/2023;15:57:19;21/06/2023;00:22:30;20/06/2023;15:57:19;21/06/2023;00:09:00;8,19;MSEN MSIM ORDA;2029;NÃO POSICIONA;1058;PROGRAMA CORROMPIDO;ZPM-GER 1058;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81230;;;;;;;;PR40 travando;
4160867;Ar condicionado com defeito;10;*  Fazer levantamento * lmello de 29/06/2023 07:00 até 29/06/2023 11:30 * foi identificado o vazamento e solucionado o problema * lmello de 29/06/2023 13:00 até 29/06/2023 16:00 * foi identificado o vazamento e solucionado o problema;LIDER_UT;LIDER_UT;C;;ARC217;;1000-FABCE-RECEA;;CONF ENTE IMPR;ENTE CONF IMPR CAPC DMNV NOLQ SCDM;AGLE;20/06/2023;;20/06/2023;20/06/2023;29/06/2023;07:00:00;29/06/2023;16:00:00;7,500;1,0;H;20/06/2023;30/06/2023;PM01;10268388;M2;1000;20/06/2023;15:52:57;30/06/2023;07:50:52;20/06/2023;15:52:57;29/06/2023;16:00:00;216,12;MSEN MSIM ORDA;2033;MELHORIA;1041;FOLGAS;ZPM-GER 1041;00:00:00;00:00:00;0,00;001;Inspeção;2,00;0,00;BRL;0031102903;PB2-82140;;;;;;;;Ar condicionado com defeito;
